Statute,Code,Desc,Count
720-570/407(B)(2)/401)(D),Drug,CRIMINAL DRUG CONSPIRACY,2
720-405.1(A)\401(2),Drug,CRIMINAL DRUG CONSPIRACY,2
720-570/402(F),Drug,POSS OF CONT SUBSTANCE,2
720-5/8-4(720570-402(C),Drug,POSS CONT SUB,2
720-570/402(6.5)A),Drug,POSSESSION CONTROLLED SUBSTANC,2
720-570/405(a),Drug,CRIMINAL DRUG CONSPIRACY,2
720-5/401(D)/407)(B)(2),Drug,ATTEMPT DELIVER OF CONTROLLED,2
720-570/402(A)(10),Drug,PCS/30 PLUS GRAMS/PCP,2
720-550/5.2(A),Drug,MFG/DEL CAN >500 GRAMS/SC,2
720-570/405.1.A(/401)(C),Drug,CRIMINAL DRUG CONSPIRACY,2
720-570/405.1(/401)(D)/407)(B)(2),Drug,CRIMINAL DRUG CONSPIRACY,2
720-570/405.1(A)/401)(D)/407)(B)2),Drug,CRIMINAL DRUG CONSPIRACY,2
720-570/401(a)(7)(B),Drug,100<400 GRAMS LSD/ANALOG,2
720-570/401(A)(6.5)(D),Drug,900+ GRAMS METH/ANALOG,2
720-750/401-D,Drug,OTHER AMT NARCOTIC SCHED/ATT,2
720-570/405.1(A)(2)(A),Drug,CRIMINAL DRUG CONSPIRACY,2
720-550/9(B),Drug,CRIMINAL CONSPIRACY/CANNABIS/S,2
720-570/405.1(A)401)(A)(1)(C),Drug,CRIMINAL DRUG CONSPIRACY,2
720-570/402(C)/720),Drug,ATTEMPT PCS,2
720-5/401(D),Drug,ATTEMPT DELIVERY CONT SUBSTANC,2
720-570/407(B\2),Drug,PCS W/INT SCHL GRND,2
720-570/8-4(720)(570/402),Drug,ATTEMPT POSS CONT SUB,2
720-570/405.1(A)/401)(D)/407)(B)(2),Drug,CRIMINAL DRUG CONSPIRACE,2
720-570/401-D(1),Drug,ATTMPT OTHER AMOUNT NARCOTIC,2
720-570/406.2(a)(3),Drug,POSS SCRIPT/NO PRESCRIBER,2
720-550/4(C).),Drug,POSS.CANNABIS,2
720-570(8-4)/402C,Drug,ATT PCS,2
720-570/402-A(2)(C),Drug,POSS.COMT.SUB.,2
720-5/402(D),Drug,POSSESSION CONTROLLED SUBSTANC,2
720-570/402(A)(7.5)(B)II),Drug,POSS CONT SUB,2
720-5/402-C,Drug,ATT.POSS.CONT.SUB.,2
720-570/402(D)(7.5)(A),Drug,POSS.CONT.SUB.,2
720-570/401(a)(10.5),Drug,MFG/DEL 30+ GR KETAMINE/ANLG,2
720-570/401(C)(5),Drug,ATTEMPT PCS,2
720-570/405.1(A);401)(C)(2),Drug,CRIMINAL DRUG CONSPIRACY,2
720-550/5(/)(B),Drug,POSS.OF CANNABISW/INTENT,2
720-570/405(A),Drug,CRIMINAL DRUG CONSPIRACY,2
720-570/405.1(A)/407)(B),Drug,CRIMINAL DRUG CONSPIRACY,2
720-5/31-1.1,Drug,POSS.GENERIC CON.PENAL INST.,2
720-5-8-4 720-570/402(C),Drug,ATT POS AMT CON SUB EXC(A)/(D),2
720-550/8(e),Drug,PRODUCE >200 CANNABIS PLANTS,2
720-5/8-4 / 720-570/402C,Drug,ATTEMPT PCS,2
720-646/55(A)(1)(E),Drug,METH/INT TO DEL.400<900 GRAMS,2
720-5/402C,Drug,ATT POSS AMT CON SUB,2
720-570/405.(A)/401)(A)(1)(B),Drug,CRIMINAL DRUG CONSPIRACY,2
720-570/402(C)/8)(4),Drug,ATT POSS CON SUB,2
720-570/402(C)/720)(5/5)(8)(4),Drug,ATTEMPT PCS,2
720-405.1(A)/401(D),Drug,CRIMINAL DRUG CONSPIRACY,2
720-5/31A-1.1(I),Drug,BRING/POSS CONTRA PENAL INST,2
720-5/16-11()(A),Nonviolent,THEFT CONTROL INTENT $300<10K,2
625-40/6-1,Nonviolent,REPT/SNOWB/COLLISION/ACC/CASU,2
720-5/16-8()ENTIFIED)(SOUND/AUDIO),Nonviolent,ATTEMPT UNL USE OF SOUND RECOR,2
625-5/6-301(a)(5),Nonviolent,ALLOW UNLAWFUL USE OF LICENSE,2
730-154/10(A),Nonviolent,VIO OFFEN/YOUTH/REGIS/IL,2
720/521-2,Nonviolent,CRIMINAL TRESPASS TO VEHICLE,2
720-24/1.5(a),Nonviolent,RECKLESS DISCHARGE OF FIREARM,2
720-5/16D-5(A)(3)3),Nonviolent,COMPUTR FRAUD/OBTAIN>$50K,2
720 5- 8 4/720-5/16G15A1,Nonviolent,ATT ID THEFT,2
720-5/16G-15A,Nonviolent,ATTEMPT FINANCIAL ID THEFT,2
625-5/11-501(A)/)(C)(1)(4),Nonviolent,AGG DUI,2
720-5/24-1(a)(13),Nonviolent,DISCHARGE FIREARM/MTR VEHICLE,2
720-5/ 8-4 (19-3),Nonviolent,ATT RESIDENTIAL BURGLARY,2
38-8-4(720-19-1(A)),Nonviolent,ATT BURGLARY,2
720-5/16-1(b)(3),Nonviolent,THEFT OF FIREARM/2ND,2
720 5/8-4 720 21-2,Nonviolent,ATTMP BURGLARY,2
720-5/16A-3(A1)(720)(5/16)(10)(1),Nonviolent,RETAIL THEFT,2
720-5/8-4-A//720-16-8,Nonviolent,ATT UNLAWFUL USE UNID RECORDIN,2
720-5/16(A)(3)(A),Nonviolent,RETAIL THEFT <$150,2
720 5-8-4 (720 5/17-3(A)(2),Nonviolent,ATTEMPT FORGERY,2
720-570/406.2(a)(2),Nonviolent,POSS BLANK/COUNT SCRIPT,2
720-5/(8-4)-24-1.5(A),Nonviolent,ATTEMPT RECKLESS CONDUCT,2
720-5/16-1(A)(1)(B)(2),Nonviolent,THEFT,2
720-5/11-14(a)(1),Nonviolent,PROSTITUTION/SEX,2
720-5/17-5(a),Nonviolent,DECEP COLL/FALSE PERSONATION,2
720-5/24-1.1(A)(8)(4),Nonviolent,ATTEMPT UNLAWFUL USE OF WEAPON,2
415-5/21(P)(2),Nonviolent,OPEN DUMPING CAUSES SCAVE,2
750-5/8-4(720)(5/19)(1),Nonviolent,ATT. BURGLARY,2
720-5/11-15(A)(1),Nonviolent,SOLICITING FOR PROSTITUTE,2
720-5/8-4 (A)/19-1 (A),Nonviolent,ATT. BURGLARY,2
720-5/11-6.5(a)(2)(ii),Nonviolent,IND SOL ADULT/13<17/CONDUCT,2
720 5 8/4 (720 5 19-1,Nonviolent,ATTEMPT BURGLARY,2
720-5/16D-5(A)(3)2),Nonviolent,COMPUTR FRAUD/OBTAIN>$1K-$50K,2
625-5/4-103.2(a)(6),Nonviolent,POSS LAW ENF/VEHICLE/STOLEN,2
720-5/16-1(A)/)(B)(20),Nonviolent,THEFT,2
720-5/24-1.2(A)(6),Nonviolent,AGG DISCH FIR/VEH/1ST AID,2
625-(8-4)-5/103(A)(1),Nonviolent,ATTEMPT POSS STOLEN MOTOR VEH,2
15-335/14A(B)(1)1),Nonviolent,VIO FIC/ALTER/ID CARD,2
720-5/16-1(A)(5)+B4),Nonviolent,"THFT-LWEFAG>300<10,000",2
720-5/19-4(A),Nonviolent,CRIM TRESPASS TO RESIDENC,2
50-105/3,Nonviolent,OFFICIAL TAKES BRIBE,2
720-5/24-1(a)(12),Nonviolent,CARRY POSSESS WEAPON IN SCHOOL,2
625-5/11-501(A0),Nonviolent,MISD.DUI,2
625-5/6-303(D)2),Nonviolent,DRIVING REVOKED/SUSPENDED,2
720-5/31-4(A)720),Nonviolent,ATTEMP.OBST.JUSTICE,2
720-5/11-9.4(B),Nonviolent,LOITERING BY CHLD SEX OFFENDER,2
720-5/26-1(A),Nonviolent,DISORDERLY CONDUCT,2
720-5/11-14,Nonviolent,PROSTITUTION,2
720-5/9-3(A)(4),Nonviolent,RECKLESS HOMICIDE,2
720-5/24-1.6(A)(1)/3)(A),Nonviolent,AGG UNLAWFUL USE OF WEAPON/VEH,2
720-5/16A-1,Nonviolent,RETAIL THEFT,2
730-150/8-4(730)(150/3)),Nonviolent,ATT.FAILURE TO REGISTER,2
720-5 ( 8-4) 19/1 (A),Nonviolent,ATTEMPT BURGLARY,2
625-5/4-104(a)(5),Nonviolent,PERMIT POSS TTL/CERTI/PLT/2ND+,2
720-5/625-5(4)(103)(A)(1),Nonviolent,ATT. PSMV,2
720-5/33-1,Nonviolent,ATT (BRIBERY),2
"720-5/8-4, 720-5/16-D-3(A)(3)",Nonviolent,ATTEMPT. COMP. TAMPERING,2
720-5/31-6(c)(6),Nonviolent,MISDEMEANOR ESCAPE PEACE OFF,2
720-5/5(/14)(2)(A)(1),Nonviolent,ATTEMPT EAVESDROPPING,2
720-(5/8-4)19-1(A),Nonviolent,ATTEMPT BURGLARY,2
720-5/24-2.1(a),Nonviolent,UNLWFL USE FIREARM PROJECTILE,2
625-5/4-103.2(6),Nonviolent,AGG POSS STLN MTR VHCL,2
625-5/11-501(A)(2)/)(D)(1)(F),Nonviolent,AGG DUI/ACCIDENT/DEATH,2
720-5/15-335(/14)(A)(B)(1),Nonviolent,ATT POSS ALTERED ID CARD,2
720-5/16-1(A)(2)B+B4),Nonviolent,"THFT/DEC >300<10,000",2
720-5/24-3.5(C)1),Nonviolent,PURCHASE FIREARM/FALSE INFO,2
720-5/16-1(B)(1)(4),Nonviolent,THEFT,2
720-570/406(A)(3),Nonviolent,FAIL TO MAINTAIN RECORDS/,2
720-5-8-4(38-17-6(A)/3),Nonviolent,ATTEMPT STATE BEN FRAUD>$300,2
720-5/15-335(/14)(B)(1),Nonviolent,ATTEMPT POSS. FRAUD ID,2
205-685/7(A)(1),Nonviolent,CAUSE FAILURE TO FILE REP,2
720-570/307,Nonviolent,DISTRIB BETWEEN REGIS/1ST,2
720-5/16-1(A)2)1),Nonviolent,ATTEMPT( THEFT/DECEPTION/ >$30,2
720-5/A({720)(5/19)(1),Nonviolent,ATT (BURGLARY),2
720-5/26-4(a)(15),Nonviolent,VIDEO/PUBLIC/VIC<18/SEX OFFEN,2
820-305/25.5(a)(4),Nonviolent,FALSE CERTIFICATE OF INSURANCE,2
720-5-8-4(720-5/24-1.1(A),Nonviolent,ATTEMPT UUW BY FELON,2
720-5/16(A)(1)(A),Nonviolent,MISD.THEFT,2
720-5/12-6.2(a)(3)(A)(iv),Nonviolent,AGG INTIMIDATION VOLUNTEER,2
625 5 8-4/4-103(A)1,Nonviolent,ATTMEPT PSMV,2
720-5/16-1(b)(5),Nonviolent,THEFT >$10K-$100K,2
625-5/6-302(A)(3),Nonviolent,KNOW MAKE FALSE AFFIDAVIT,2
305-5/8A-6(a)(4),Nonviolent,PUBLIC AID FRAUD/$5000-$10000,2
720-5/11-19.2(A)(1),Nonviolent,EXPLOIT CHILD/COMPEL PRO,2
720-5/16-1(/)(B)(4),Nonviolent,THEFT OF PERSON,2
720-5/16-3.1,Nonviolent,FALSE REPORT/THEFT/2ND,2
730-150/6010,Nonviolent,FAIL TO RPT CHNG ADDR/EMPL,2
625-5/8-4(625)(5/4)(103)(A)1),Nonviolent,ATT.PSMV,2
720-545/1,Nonviolent,BOARD PLANE WITH WEAPON,2
720-5/16G-15(A)(1)5),Nonviolent,IDENTITYTHEFT$2000<$10000,2
720-570/401(D)(1),Nonviolent,ATT DELIVERY OF CONTR SUBST,2
720-5/16,Nonviolent,THEFT,2
720-5/17-23(a),Nonviolent,FALSE UNIV PRICE CODE LABEL,2
730-150/3(a)(5),Nonviolent,OUT OF STATE FAIL TO REGISTER,2
720-5/24.1.6(A)(1),Nonviolent,AGG UUW/VEH/PREV CONVICTION,2
720-5/16-1(A)(4)(3),Nonviolent,"THEFT 300 - 10,000",2
720 8-4-31-4(A),Nonviolent,ATT OBSTRUCT OF JUSTICE,2
750-16/15(A)(4),Nonviolent,SUPPORT $20K IN ARREARS,2
720-5/12-16.2(a)(1),Nonviolent,TRANSMIT HIV/INTIMATE CONTACT,2
720-5/625-54(103A1),Nonviolent,ATT PSMV,2
720-5/16-3G,Nonviolent,THEFT,2
720-5/95.58-4(4)(103),Nonviolent,ATTEMPT POS OF STOLEN MOTOR VE,2
720-5/16-1(A)(1)(B)4),Nonviolent,THEFT,2
720-5/250(/15),Nonviolent,ATT ALTER CREDIT CARD,2
730-150/3A,Nonviolent,VIOL SEX OFFENDER REGI,2
720-5/35-130(/24)(A),Nonviolent,ATTEMPT UNSTAMPED CIG WITH INT,2
720-5/(8-4),Nonviolent,ATTEMPT POSS. OF A STOL. VEH.,2
720-5/8-2(38)(16)(1),Nonviolent,CON (THEFT),2
720-5/19-1(/720)(5/5)(8)(4)(A),Nonviolent,ATTEMPT BURGLARY,2
15-335/14-B(10),Nonviolent,POSSESS FALSE ID CARD,2
720-5/19-1(A)/720)(5/5)(8)(4),Nonviolent,ATTEMPT BURGLARY,2
720-5/21-1(B)(M),Nonviolent,CRIM DAMAGE TO PROP,2
720-5/5-8(5/19)(1),Nonviolent,ATTEMPT BURGLARY,2
750-16/15(a)(2),Nonviolent,"SUPPORT $5,000 IN ARREARS/2ND",2
720-5/16G-15(A)(1)4),Nonviolent,IDENTITY THEFT $300<$2000,2
720-5/21-7,Nonviolent,CRIM TRES/RESTR AREA/AIRPORT,2
720-5/17-23(c)(1)(i),Nonviolent,FIN INSTITUTION FRAUD/DEFRAUD,2
15-335/14-3,Nonviolent,UNLAWFUL USE OF ID CARD,2
ALL FIELDS REQUIRED,Nonviolent,ATT RES BURGLARY,2
720-5/8-4-720-5/10-2(2),Nonviolent,ATT.AGG KIDNAPPING/CHILD<13,2
720-5/8-4 (A)-19-1 (A),Nonviolent,ATTEMPT BURGLARY,2
720-5/32-5.1(1),Nonviolent,FLS PERSONATN/PC OFF/DDLY WEAP,2
720-5/625-5(/4)(1)(3)(A)(1),Nonviolent,ATT(RECEIVE/POSS/STOLEN VEH,2
720-8-4-3(730-150-6),Nonviolent,ATT.FAIL TO REG AS SEX OFFEND,2
720-5/16-1(A)(1)B\B4),Nonviolent,THEFT-PERSON <$300,2
720-5/16-1(A)(3)(C),Nonviolent,THEFT/THREAT/USE/>$300/1S,2
720/5/8-4 (625/5/4-103(A)(1),Nonviolent,ATTEMP PSMV,2
720-5/24-1.1(A)3),Nonviolent,ATTEMPT U.U.W.,2
720-5/17-1(D),Nonviolent,DECEPTIVE PRACTICE,2
625-5/15-102(a),Nonviolent,"TRANSP VEH/NO LIGHTS/1ST, 2ND",2
730-150/3(A)(1),Nonviolent,VIOL. OF SEX OFFENDER REGIST.,2
730-5/8-4(/730)(5/5)(8A)(4.1)(A),Nonviolent,ATTEMPT ESCAPE/VIOLATE ELEC MO,2
625-5/6-301.1(b)(2),Nonviolent,POSS/DISP/FIC/ALT/DL/CREDIT,2
720-5/24-1.1(A)/)(8)(4),Nonviolent,ATT FELON POSS/USE FIREARM PR,2
625-5/4-105(A)(5),Nonviolent,"USE FALSE NAME, ETC",2
720-5/33-3(d),Nonviolent,OFFL MISCON/SOLICIT/ACCEPT FEE,2
720-5/5(/20)(1),Nonviolent,ATTEMPT ARSON,2
720-5/18-1(1),Nonviolent,ATT ROBBERY/VIC HANDICAP OR 60,2
720-5/32-5.2(5)(a),Nonviolent,FALSE LAW ENFORCEMENT BADGE,2
720-5/16D-3(a)(3),Nonviolent,UNAUTHD ACCESS/DESTROY DATA,2
720 8-4 (720 5 17-3(A) (2),Nonviolent,ATTEMPT FORGERY,2
720-5/17-3()(A)(1),Nonviolent,ATTEMPT FORGERY,2
5/16/11,Nonviolent,ALTER/DESTROY PUBLIC RECO,2
625-5/18C-7502,Nonviolent,MALICIOUS DAMAGE TO RAIL PROP,2
720-5/26-1A,Nonviolent,DISORDERLY CONDUCT,2
15-335/1.4(A)(2),Nonviolent,FICTITIOUS/UNL ALTERED ID CARD,2
305-5/8A-6(a)(1),Nonviolent,PUBLIC AID FRAUD <$150,2
720-5/19-A,Nonviolent,RESIDENTIAL BUR,2
720-5/11-9(a)(1),Nonviolent,PUBLIC INDECENCY/SEX,2
720-8-4(720/5-19-1,Nonviolent,ATTEMPT BURGLARY,2
625 /11-501A3,Nonviolent,AGG D U I,2
720-5/16-1(A)(1)(A)(4),Nonviolent,THEFT,2
720-5/16-1(720)(5/8)(4),Nonviolent,ATTEMPT THEFT,2
625-5/4-103.2(a)(4),Nonviolent,POSS/SELL>3 ID PLATE/STICKERS,2
720-5/18-3A,Nonviolent,VEHICAL HIJACKING,2
720-5/16A-3(G),Nonviolent,USE THEFT DETECT REMOVER/,2
720-5/5(/16)(1),Nonviolent,ATT THEFT,2
720-5/46-4(a),Nonviolent,ORGANIZER OF AGG FRAUD CONSPIR,2
625-5/11-501(A)(1)/)(B)(2),Nonviolent,DRIVING UNDER THE INFLUENCE,2
720-5/26-4(A)(10),Nonviolent,VIDEO/CLOTHES/VIC<18/SEX,2
720-5/19-1(B)(1),Nonviolent,ATTEMPTED BURGLARY,2
720-5/17-1(B)(D),Nonviolent,ATTMP BACD CHECK >$150 OR 2ND,2
720-5/625(5/104A1),Nonviolent,ATT UNLWFL POSS TEMP REG,2
720-5/21-1(A)2),Nonviolent,CRIM DMG TO PROP,2
720-5/17-1BD,Nonviolent,ATT DECEPTIVE PRACTICE,2
720-5/.(720)(5/16)(1)(A)(1),Nonviolent,ATT.THEFT,2
720-5/625ILS(5/4)(103)(C)(1),Nonviolent,ATTEMP STOLEN VEH,2
720-5/8-4-(720-5/19-1(A),Nonviolent,ATTEMPT BURGLARY,2
720-5/24(A)(4),Nonviolent,UUW,2
720-5/24-1(A)(6),Nonviolent,POSSESS SILENCER,2
720-5/625-4(1)(3)(A)(10),Nonviolent,ATTEMPT POSS. OF STOLEN VEHICL,2
720-5/24-3(A)(G),Nonviolent,SALE FIREARM BEFORE 72 HO,2
720-5/8-4-17-3(A)(1),Nonviolent,ATTEMPT FORGERY,2
625-5/11-501(D),Nonviolent,D U I,2
720-5/31-6,Nonviolent,ATT (ESCAPE),2
720-5/50-105(/3),Nonviolent,ATT. PROHIBITED INTEREST CONTR,2
15-335/14B(B)(1)/8)(4),Nonviolent,ATT.POSS.FRAUDULENT ID CARD,2
70-2605/7,Nonviolent,IMP DUMPAGE OF WASTE,2
720-5/19-4(A)(2)/)(B)(2),Nonviolent,CRIMINAL TRESPASS TO RESIDENCE,2
625-5/11-204(A)(4),Nonviolent,AGG FLEEING/2+CON DEVICES,2
720-5/1901A,Nonviolent,ATTEMPT BURGLARY,2
720-5/8-4-24-1.1(A),Nonviolent,ATTEMPT FELON POSS/USE FIREARM,2
625-5/4-103(5)(8)(4A),Nonviolent,ATTEMPT P.S.M.V.,2
720-5/16(A)3),Nonviolent,THEFT,2
625-5/11-501(D)(3),Nonviolent,DUI AND CAUSED HARM,2
730-150/10-2,Nonviolent,FAILURE TO REPORT/SEX OFFENDER,2
720-5/16-1(A)(1)C\B2),Nonviolent,THEFT <$300 2ND OFFENS,2
720-5/16-1(A)(1)A5.1),Nonviolent,THEFT/CONT/INTENT >10K<100K SC,2
720-5/26-1(a)(9),Nonviolent,FALSE ALARM/AMBULANCE,2
720-5/18-1(A).),Nonviolent,ATT.ROBBERY,2
430-65/2(A)(1)4),Nonviolent,POSS FIREARM FOID N/ISS I,2
625-(8-4)-5/4-103(A)(1),Nonviolent,ATT. POSS STOLEN MOTOR VEHICLE,2
35-135/31,Nonviolent,FALSE REPORT CIG STAMP TAX,2
35-135/30,Nonviolent,POSSES CIGARETTE W/O STAMP,2
720-5/16G-20(A)3),Nonviolent,AGG FIN ID THEFT>10000<10,2
720-5/5(/4)(103)(A)(1),Nonviolent,ATT(PSMV),2
730-5(8-4)/5-8A-4.1(A),Nonviolent,ATT ESCAPE/VIOL.ELEC MONIT,2
625-5/11-501(A)(1)(A)(28),Nonviolent,AGGR DRIVING UNDER INFLUENCE,2
625-5/11-501(A)(2)/)(C)(1)2.1),Nonviolent,AGGRAVATED DUI/3RD+ DUI,2
720-5/19(/1A),Nonviolent,ATT BURGLARY,2
720-5/16D-5(A)(3),Nonviolent,COMPUTER FRAUD/OBTAIN>$1K,2
720-5/15-335,Nonviolent,ATTEMPT POSS FRAUDULENT ID,2
720-5/8-04A(/)(720)(5/19)(1A),Nonviolent,ATTEMPT BURGLARY,2
720-5/24-3.1(a)(6),Nonviolent,UNLAWFUL POSSESSION OF HANDGUN,2
625-5/6-301.1(B)3),Nonviolent,POSS/FIC/ALT/DL/COMMIT TH,2
625-5/21-2,Nonviolent,CRIMINAL DAMAGE TO VEHICLE,2
720-5.0/16-3-A,Nonviolent,MISD THEFT,2
720-5/21-4(1)(C),Nonviolent,CRIM DMG/ST PROP/FIRE>$50,2
720-5/32-5(b),Nonviolent,PERSONATION PUBLIC OFFICER/EMP,2
720-5/16-1(A)(1)A\B2),Nonviolent,THEFT < $300 2ND OFFEN,2
720-5/24-3(A)(3),Nonviolent,UNLAW POSS FIREARM AMM0,2
720-5/12-30(A)1),Nonviolent,VIO OF PROTECTION ORDR,2
625-5/6-301.1(b)(9),Nonviolent,MFG/POSS/ID/OBTAIN LIC/PERMIT,2
720-570/8-4(720)(5/19)(1)(A),Nonviolent,ATTEMPT BURGLARY,2
625-5/6-301.2(B)2),Nonviolent,POSS/DISPLAY/FRAUD/DL/CRE,2
720-5/625-5(/6)(301.2)(B)(1),Nonviolent,ATT POSS FRAUD DL,2
730-150/10(A),Nonviolent,SEX OFFENDER/FALSE INFO/2,2
720-5/24-1(A)(11),Nonviolent,SELL/MFG/BUY EXPLOSIVE BULLET,2
625-5/8-4(4)(103)(A)(1)),Nonviolent,ATTEMPT PSMV,2
720-5/625(5/4)(103A1),Nonviolent,ATTEMPT/POSS/SELL STOLEN VEH,2
15-335/14(A),Nonviolent,SUBMIT FRAUD INFO/ID CARD,2
720-5/24-1(A)(4)4),Nonviolent,UUW SCHOOL/PARK/CHA (EFFECTIVE,2
720-5/625-5(/4)(103),Nonviolent,ATTEMPTED POSS STOLEN VEHICLE,2
720-520/9-4(720)(5/19)(1)(A),Nonviolent,ATTEMPT BURGLARY,2
720-570/404(B)/720),Nonviolent,ATTEMPT DELIVER LOOK-A-LIKE SU,2
720-5/21-1A1,Nonviolent,CRIMINAL DAMAGE TO PROPERTY,2
720-5/14(B)(1),Nonviolent,ATTEMPT FRAUDULENT I.D. CARD,2
720-8/4(35)(130/24)(A)(5),Nonviolent,ATTEMPT POSSESS CIG W/O STAMP,2
720-5/16D-5(a)(3)(ii),Nonviolent,COMPUTER FRAUD/OBTAIN>$1K-$50K,2
720-5/24-1.2(A)2),Nonviolent,AGG DISCHARGE OF A FIREARM,2
720-5/12-7.4(a)(2),Nonviolent,AGG STALKING/CONFINE/RESTRAIN,2
720-5/625-5(/4)(103)(A),Nonviolent,ATTEMPT PSMV,2
720-5/16-1(a)(1)(3),Nonviolent,COSPIRACY (THEFT/UNAUTHD CONTR,2
720-5/24(1.1.)(A),Nonviolent,FELON POSS/USE FIREARM PRIOR,2
415-5/12(E),Nonviolent,SELL ART FORBIDDEN BY BOA,2
720-5/12-5A5,Nonviolent,RECKLESS CONDUCT,2
720/8-4 (720-5 19-1(A),Nonviolent,ATTEMPT BURGLARY,2
720-5/16G-15(A)7),Nonviolent,ID THEFT>100000,2
720-5/19(1),Nonviolent,ATTEMPT BURGLARY,2
720-5/10-1(A)(3),Nonviolent,KIDNAPING/DECEIT OR ENTIC,2
720-5/16A-3(A/16A)(10)(2),Nonviolent,RETAIL THEFT,2
720-5/18-1()A),Nonviolent,ATTEMPTED ROBBERY,2
720-5/11-14(A).),Nonviolent,PROSTITUTION.,2
720/8-4 (720/5 17 3 A 2,Nonviolent,ATTEMPT FORGERY,2
625-5/6-301.2(B)3),Nonviolent,POSS/DISPLAY/FRAUD/DL/INTENT,2
730-150/3(A)2),Nonviolent,FAILURE TO REG AS A SEX OFFEND,2
720-5/16-16.1(a)(1),Nonviolent,AGG POSS 2-5 STOLEN FIREARMS,2
415-5/44(f)(1),Nonviolent,RECKLESS DISPOSAL HAZ WASTE,2
720-5/21-1(G),Nonviolent,CRIM DAMAGE TO PROP,2
15-335/14A(b)(4),Nonviolent,POSS/FIC/ALT ID CARD/VIO ACT,2
720-5/24-1(A)(4)3),Nonviolent,CARRY/POSS FIREARM/2ND&SUB (EF,2
720-5/17(8)(5)17)(3)(A)(2),Nonviolent,ATTEMPT FORGERY,2
720-5/16G-5(A)(1)(D)(1)(B),Nonviolent,IDENTIFY THEFT $300-$2K,2
720-5/24-3(C),Nonviolent,UNLWFL SL FIREARM/NARC ADDICT,2
720-8/4(625)(5/4)(103)(A)(1),Nonviolent,ATT PSMV,2
720-5/11-20.1(a)(1)(iii),Nonviolent,CHILD PORN/MASTURBATION,2
430-65/2(A)(2),Nonviolent,POSS.FIREARM AMMUNITION,2
625-5-8-4/4-103(A)(1),Nonviolent,ATT REC./POSS/SELL STOLEN VEH,2
720-5/24-1(a)(3),Nonviolent,"EX-CON/CARRY TEAR GAS, BOMB",2
625-5/11-501(A)(1)/)(C)(1)(1),Nonviolent,AGGRAVATED DUI,2
720-5/8-4-5/19-1,Nonviolent,(ATT)BURGLARY,2
720-5/19-1(A)8)(4),Nonviolent,ATTEMPT BURGLARY,2
720-5/24-3.1(a)(4),Nonviolent,UNLWFL POSS FIR/MENT PAT/5YR,2
720-5/46-1(A)(B)(2),Nonviolent,ATTEMPT INSURANCE FRAUD,2
720-5/12-6(a)(4),Nonviolent,INTIMIDATION/ACCUSE OF OFFENSE,2
625-5/11-501(A)(1)(G),Nonviolent,AGGRAVATED DUI/3RD + DUI,2
720/5/8-4(A)-18-1,Nonviolent,ATT (ROBBERY),2
720-5/32-10(a),Nonviolent,VIO BAIL BOND/CLASS 2 OFFENSE,2
10-5/29-10(A),Nonviolent,PERJURY IN ELECTION CODE,2
720-(8)(4)15-335/14(B)(1),Nonviolent,ATT POSS FRAUDELENT ID CARD,2
720 5-19-1(A),Nonviolent,BURGLARY,2
720-5/16-1(B)(2),Nonviolent,THEFT,2
720-5/16-8(C),Nonviolent,ATT UNLWFUL USE/UNID RECORDING,2
625-8/4-103(A)(1),Nonviolent,ATTEMPT POSS/SELL STOLEN VEH,2
625-5/8-4(4)(103),Nonviolent,ATT POSS STOLEN VEHICLE,2
15-335/14(1),Nonviolent,UNLAWFUL USE OF I.D.CARD,2
730-150/3(A)(1)/730/150/10/),Nonviolent,VIOLATE SEX OFFENDER REGIS/2+,2
720 5/8-4 (A),Nonviolent,ATT FORGERY,2
720-5/26-5(C),Nonviolent,SELL/TRANSPORT FIGHTING DOG,2
720/8-4 720 5 17-3 (A) (2),Nonviolent,ATTEMPT FORGERY,2
625-5/11-501(A)(1)/)(C)(1)(3),Nonviolent,DUI LIC SUSP OR REVOKED/FOURTH,2
720-5/16-10(a)2),Nonviolent,OBTAIN CABLE SERVICE W/O AUTHZ,2
625-5/6-301.1(B)(11),Nonviolent,POSSESS FIC DL/SUSP/REVOK,2
720-5/16A-3(A//16A)(10)(2),Nonviolent,RETAIL THEFT,2
15-335/14C(A)(3),Nonviolent,MAKE FALSE APPL/AFFIDAVIT,2
720-5/16G-20(E)1),Nonviolent,AGG IDENTITY THEFT SENIOR/DISA,2
720-5/16(/1),Nonviolent,RETAIL THEFT,2
720-5/16(A)(1)(B)(4),Nonviolent,THEFT,2
720-5/18(1A),Nonviolent,ATTEMP ROBBERY,2
720-5/24-1(A)(4)/)(C)(1.5),Nonviolent,CARRY POSSESS WEAPON IN SCHOOL,2
720-5/26-4(A)(15),Nonviolent,VIDEO/PUBLIC/VIC<18/SEX O,2
625-5/6-113(C),Nonviolent,VIO RESTR ON DRVR LIC/PER,2
720-5-8-4 19-3 (A),Nonviolent,ATTEMPT RESIDENTIAL BURGLARY,2
720-5/8-4(720)-5/19-(A),Nonviolent,ATTEMPT ROBBERY,2
720-5/8-4-19-1,Nonviolent,ATTEMPT BURGLARY,2
720-5/5(/24)(1),Nonviolent,ATTEMP FIREARM,2
720-5/16-1(A)(1)(A)(B)(2),Nonviolent,THEFT,2
